outbreak_category_id,sufferer,dead,district_id,created_at
625b981a-09ea-4328-bd2c-4295df14e932,3,0,3175050,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,67,0,3175060,2022-12-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174010,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3174020,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,23,0,3174030,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,19,0,3174040,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174050,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-01-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174010,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3174020,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,24,0,3174030,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,19,0,3174040,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174050,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-02-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174010,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,24,0,3174030,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174040,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174050,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174060,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-03-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174010,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,24,0,3174030,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,19,0,3174040,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3174050,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-04-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174010,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,23,0,3174030,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174040,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174050,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-05-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174010,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,9,0,3174020,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,23,0,3174030,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,19,0,3174040,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,21,0,3174050,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-06-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174010,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,23,0,3174030,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174040,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,20,0,3174050,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174060,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,88,0,3174070,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,12,0,3174080,2022-07-01
625b981a-09ea-4328-bd2c-4295df14e932,13,0,3174010,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,10,0,3174020,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,23,0,3174030,2022-08-01
625b981a-09ea-4328-bd2c-4295df14e932,19,0,3174040,2022-08-01
